nombre,correo,ciclo,carrera,codigo
Wesley Stokes,wesleystokes9250@utec.edu,1,Ingenieria de la energia,202121055
Valentine Hull,valentinehull@utec.edu,3,Ingenieria mecatronica,202338120
Knox Randall,knoxrandall1432@utec.edu,4,Ingenieria de la energia,202324134
Oleg Humphrey,oleghumphrey@utec.edu,8,Ingenieria industrial,202390269
Jameson Huff,jamesonhuff3756@utec.edu,5,Ingenieria electronica,202142479
Ahmed Coleman,ahmedcoleman@utec.edu,3,Ingenieria de la energia,202164059
Kennedy Thompson,kennedythompson@utec.edu,8,DS,202230154
Branden Kirby,brandenkirby2562@utec.edu,5,Ingenieria quimica,202267938
Juliet Boone,julietboone1054@utec.edu,4,DS,202157478
Eugenia Preston,eugeniapreston2712@utec.edu,3,Ingenieria quimica,202340699
Emery Lawrence,emerylawrence@utec.edu,4,Ingenieria civil,202200031
Gay Wheeler,gaywheeler4807@utec.edu,6,Ingenieria industrial,202357149
Kiayada Nunez,kiayadanunez9371@utec.edu,7,Ingenieria de la energia,202323767
Simon Emerson,simonemerson@utec.edu,6,Ingenieria mecatronica,202101635
Grady Mccullough,gradymccullough6848@utec.edu,1,Administracion de negocios,202382201
Blake Barnett,blakebarnett@utec.edu,2,Administracion de negocios,202273226
Basia Faulkner,basiafaulkner@utec.edu,7,Ingenieria de la energia,202190366
Eaton Ingram,eatoningram@utec.edu,7,Ingenieria ambiental,202225145
Raphael Nieves,raphaelnieves6430@utec.edu,7,Ingenieria quimica,202184583
Keiko Mccormick,keikomccormick6445@utec.edu,4,Ingenieria civil,202162076
Otto Francis,ottofrancis@utec.edu,7,Ingenieria electronica,202158996
Ralph Wilkinson,ralphwilkinson5031@utec.edu,10,Ingenieria electronica,202100975
Reece Underwood,reeceunderwood6212@utec.edu,5,Ingenieria quimica,202175794
August David,augustdavid6869@utec.edu,9,Ingenieria de la energia,202302576
Kaseem Vasquez,kaseemvasquez@utec.edu,4,Ingenieria mecanica,202285341
Whilemina Tucker,whileminatucker@utec.edu,1,Ingenieria de la energia,202367521
Dana Lang,danalang@utec.edu,7,Ingenieria quimica,202134728
Erin Watkins,erinwatkins1382@utec.edu,7,CS,202191433
Jael Rowland,jaelrowland@utec.edu,3,Ingenieria civil,202316098
Jerry Hutchinson,jerryhutchinson9538@utec.edu,3,Administracion de negocios,202395894
Edward Fisher,edwardfisher6845@utec.edu,10,Ingenieria ambiental,202140450
Murphy O'connor,murphyoconnor@utec.edu,8,Ingenieria quimica,202155411
Alice Mcfarland,alicemcfarland4119@utec.edu,7,Ingenieria electronica,202209958
Kasper Barron,kasperbarron@utec.edu,6,Administracion de negocios,202283671
Rafael Bray,rafaelbray6714@utec.edu,3,Ingenieria ambiental,202397935
Drake Wagner,drakewagner992@utec.edu,5,Ingenieria de la energia,202237696
Evelyn Dejesus,evelyndejesus9845@utec.edu,2,Ingenieria ambiental,202182789
Olivia White,oliviawhite@utec.edu,6,Ingenieria ambiental,202290386
Zephr Berry,zephrberry9973@utec.edu,6,Ingenieria mecatronica,202151746
Grady Wong,gradywong9683@utec.edu,3,Ingenieria electronica,202108382
Mira Jenkins,mirajenkins672@utec.edu,1,CS,202357927
Ori Pittman,oripittman2284@utec.edu,5,Ingenieria quimica,202154759
Fallon Meadows,fallonmeadows8840@utec.edu,5,Ingenieria mecanica,202194008
Dean Harding,deanharding@utec.edu,8,Bioingenieria,202346578
Naida Williams,naidawilliams@utec.edu,10,CS,202368902
Sara Marshall,saramarshall3318@utec.edu,9,Ingenieria civil,202366812
Colin Johnston,colinjohnston497@utec.edu,6,Ingenieria electronica,202280649
Nehru Levy,nehrulevy@utec.edu,6,Bioingenieria,202267512
Veda Joyce,vedajoyce@utec.edu,3,Ingenieria de la energia,202203240
Tamekah Howell,tamekahhowell@utec.edu,2,Ingenieria mecanica,202381418
Nadine Hines,nadinehines9214@utec.edu,3,Ingenieria industrial,202181135
Quin Gilbert,quingilbert6323@utec.edu,5,Ingenieria ambiental,202288845
Addison Franklin,addisonfranklin1740@utec.edu,3,Ingenieria mecanica,202368063
Emily Holcomb,emilyholcomb@utec.edu,1,Ingenieria civil,202176293
Jenette Lambert,jenettelambert570@utec.edu,6,Ingenieria mecanica,202102968
Jin Mitchell,jinmitchell2104@utec.edu,10,Ingenieria mecanica,202294919
Medge Riley,medgeriley@utec.edu,8,Ingenieria mecatronica,202163042
Stephen Calderon,stephencalderon@utec.edu,9,Ingenieria industrial,202155527
Rose Kemp,rosekemp1729@utec.edu,9,Ingenieria mecanica,202211469
Denton Cervantes,dentoncervantes1355@utec.edu,8,Ingenieria mecatronica,202370091
Darrel Mercado,darrelmercado@utec.edu,6,Ingenieria electronica,202158479
Cade Cantrell,cadecantrell@utec.edu,1,Ingenieria mecanica,202229721
Ivor Mcintyre,ivormcintyre7253@utec.edu,7,DS,202308371
Yvette Whitley,yvettewhitley5968@utec.edu,7,Ingenieria ambiental,202122167
Hu Clayton,huclayton516@utec.edu,3,Ingenieria mecanica,202208204
Giselle Tanner,giselletanner@utec.edu,9,DS,202221299
Lucian Wong,lucianwong5320@utec.edu,6,CS,202298505
Hilel Meyer,hilelmeyer@utec.edu,2,Ingenieria electronica,202150652
Rhea Howard,rheahoward7490@utec.edu,1,Ingenieria electronica,202141314
Allistair Travis,allistairtravis@utec.edu,10,Ingenieria mecatronica,202338685
Camden Trevino,camdentrevino4606@utec.edu,9,Ingenieria ambiental,202358597
Carissa Cobb,carissacobb4943@utec.edu,3,Ingenieria mecatronica,202175657
Leo Perry,leoperry@utec.edu,2,Bioingenieria,202349135
Steven Combs,stevencombs@utec.edu,8,DS,202193341
Quentin Adams,quentinadams2956@utec.edu,7,Bioingenieria,202290254
Gisela Moody,giselamoody7021@utec.edu,8,Ingenieria de la energia,202346542
Raven Espinoza,ravenespinoza@utec.edu,7,Ingenieria industrial,202174551
Maite Raymond,maiteraymond@utec.edu,4,Ingenieria industrial,202158566
Benedict Nieves,benedictnieves7151@utec.edu,8,Bioingenieria,202323709
Carissa Roth,carissaroth1141@utec.edu,2,Ingenieria mecanica,202294511
Brett Carr,brettcarr1124@utec.edu,1,Ingenieria civil,202329540
Carl Wright,carlwright5696@utec.edu,7,Ingenieria industrial,202220841
Leila Alford,leilaalford7281@utec.edu,7,Bioingenieria,202180939
Briar Key,briarkey@utec.edu,5,Ingenieria mecatronica,202350674
Gwendolyn Spence,gwendolynspence633@utec.edu,6,CS,202103145
Kuame Conway,kuameconway@utec.edu,10,Ingenieria industrial,202240889
Mari Carroll,maricarroll5555@utec.edu,7,Ingenieria mecanica,202155625
Eagan Rosa,eaganrosa@utec.edu,6,CS,202373910
Thor Douglas,thordouglas@utec.edu,5,Ingenieria civil,202344889
Kaitlin Bridges,kaitlinbridges3616@utec.edu,3,Ingenieria industrial,202306503
Micah Stanley,micahstanley3596@utec.edu,5,Ingenieria civil,202164172
Vincent Moody,vincentmoody1812@utec.edu,3,DS,202111806
Clementine Buck,clementinebuck@utec.edu,8,Bioingenieria,202211366
Shay Mccarty,shaymccarty@utec.edu,8,Ingenieria de la energia,202276643
Zephania Nolan,zephanianolan6702@utec.edu,2,Ingenieria mecatronica,202153169
Cooper Leblanc,cooperleblanc@utec.edu,6,Ingenieria quimica,202236532
Baxter Sharpe,baxtersharpe6964@utec.edu,3,Ingenieria de la energia,202365794
Ira Duncan,iraduncan1329@utec.edu,2,DS,202168275
Jorden Wise,jordenwise@utec.edu,7,Ingenieria de la energia,202139112
Knox Conway,knoxconway@utec.edu,3,Ingenieria civil,202174103
Germane Cervantes,germanecervantes@utec.edu,3,Ingenieria de la energia,202277091
Regan Riddle,reganriddle9187@utec.edu,3,DS,202354421
Merritt Lott,merrittlott7420@utec.edu,6,Ingenieria de la energia,202329604
Barrett Bishop,barrettbishop4675@utec.edu,5,DS,202321172
Herrod Gonzalez,herrodgonzalez9490@utec.edu,1,CS,202150941
Alea Mcbride,aleamcbride@utec.edu,6,DS,202156540
Shelby Jackson,shelbyjackson5293@utec.edu,2,Ingenieria electronica,202267754
Hollee Powell,holleepowell@utec.edu,2,Ingenieria mecanica,202268134
Madaline Lindsay,madalinelindsay6473@utec.edu,6,Ingenieria mecanica,202265433
Hayley Crane,hayleycrane467@utec.edu,8,Ingenieria de la energia,202222334
Hadassah Hampton,hadassahhampton@utec.edu,6,Ingenieria quimica,202231009
Derek White,derekwhite@utec.edu,8,Ingenieria de la energia,202290710
James Mullen,jamesmullen@utec.edu,2,DS,202370968
Iola Sellers,iolasellers@utec.edu,3,Bioingenieria,202229632
Dillon Hubbard,dillonhubbard7605@utec.edu,7,Administracion de negocios,202351028
Zahir Castillo,zahircastillo954@utec.edu,9,Ingenieria electronica,202161544
Chase Barrett,chasebarrett1782@utec.edu,4,Ingenieria de la energia,202260469
Hakeem Tran,hakeemtran@utec.edu,6,Ingenieria mecatronica,202287381
Kirsten Nicholson,kirstennicholson8260@utec.edu,9,Ingenieria mecatronica,202240853
Wesley Murray,wesleymurray8401@utec.edu,4,DS,202124385
Ciara Adkins,ciaraadkins@utec.edu,2,Ingenieria de la energia,202178423
Hop Coleman,hopcoleman828@utec.edu,8,DS,202323674
Cruz Richardson,cruzrichardson8810@utec.edu,3,Ingenieria civil,202270459
Kylan Tate,kylantate8340@utec.edu,9,DS,202259311
Leonard Wade,leonardwade@utec.edu,2,Ingenieria de la energia,202134073
Madison Cannon,madisoncannon@utec.edu,10,DS,202294544
Nissim Mendoza,nissimmendoza5798@utec.edu,4,Bioingenieria,202300437
Caesar Flynn,caesarflynn@utec.edu,2,Ingenieria quimica,202138701
Nomlanga Hall,nomlangahall9427@utec.edu,8,Bioingenieria,202145040
Cadman Cooper,cadmancooper@utec.edu,3,DS,202156323
Quon Whitaker,quonwhitaker@utec.edu,6,Ingenieria civil,202112293
Owen Lawrence,owenlawrence@utec.edu,6,Ingenieria mecanica,202112204
Lyle Jensen,lylejensen8975@utec.edu,6,Ingenieria mecatronica,202251718
Gay Hampton,gayhampton9129@utec.edu,2,DS,202166923
Darius Cameron,dariuscameron2054@utec.edu,10,Ingenieria de la energia,202186092
Kasper Lucas,kasperlucas4282@utec.edu,5,DS,202225289
Shaeleigh Marshall,shaeleighmarshall8203@utec.edu,8,DS,202279114
Daphne Carson,daphnecarson@utec.edu,4,Administracion de negocios,202290858
Marny Santana,marnysantana5044@utec.edu,4,Ingenieria quimica,202185175
Carl Howe,carlhowe@utec.edu,9,Ingenieria electronica,202196192
Quamar Rowe,quamarrowe4287@utec.edu,9,DS,202317500
Hamish Welch,hamishwelch@utec.edu,3,CS,202352536
Gwendolyn Holloway,gwendolynholloway5530@utec.edu,1,Ingenieria industrial,202151744
Rebekah Brooks,rebekahbrooks@utec.edu,3,CS,202143023
Ulric Potts,ulricpotts6181@utec.edu,4,CS,202107800
Nicholas Solis,nicholassolis9742@utec.edu,8,DS,202265774
Illana Woodard,illanawoodard@utec.edu,3,Ingenieria electronica,202146324
Buckminster Garcia,buckminstergarcia9829@utec.edu,8,Bioingenieria,202287108
Aidan Harvey,aidanharvey@utec.edu,6,Ingenieria mecanica,202260717
Beck Rowe,beckrowe@utec.edu,2,Ingenieria quimica,202107216
Shoshana Foreman,shoshanaforeman@utec.edu,1,Ingenieria quimica,202331191
Yolanda Pacheco,yolandapacheco9821@utec.edu,7,CS,202360549
Beck Rasmussen,beckrasmussen7253@utec.edu,7,Ingenieria quimica,202225925
Xyla Harrington,xylaharrington2851@utec.edu,3,Ingenieria de la energia,202169306
Oscar Whitfield,oscarwhitfield2923@utec.edu,3,Ingenieria industrial,202196458
Rebecca Ray,rebeccaray@utec.edu,4,Ingenieria de la energia,202131751
Joseph Schmidt,josephschmidt9204@utec.edu,3,Ingenieria civil,202189390
Nadine Green,nadinegreen793@utec.edu,9,Administracion de negocios,202394917
Nyssa Martin,nyssamartin@utec.edu,5,Bioingenieria,202342841
Calista Fox,calistafox8142@utec.edu,8,Administracion de negocios,202200923
Angelica Bender,angelicabender9064@utec.edu,5,Ingenieria mecanica,202331688
Aretha Malone,arethamalone@utec.edu,9,Administracion de negocios,202147709
Jamal Frost,jamalfrost@utec.edu,7,Administracion de negocios,202244201
Chadwick Blanchard,chadwickblanchard9597@utec.edu,3,Ingenieria quimica,202327085
Quintessa Casey,quintessacasey5289@utec.edu,3,CS,202284526
Declan Carrillo,declancarrillo6562@utec.edu,9,Ingenieria civil,202128270
Garth Branch,garthbranch@utec.edu,9,DS,202336837
Chaney Slater,chaneyslater@utec.edu,10,Ingenieria civil,202101512
Otto Molina,ottomolina264@utec.edu,5,Ingenieria quimica,202337913
Malcolm Rogers,malcolmrogers3455@utec.edu,8,Ingenieria quimica,202321616
Michael Sutton,michaelsutton7171@utec.edu,3,CS,202234039
Jerome Horne,jeromehorne5821@utec.edu,3,Bioingenieria,202250076
Valentine Chandler,valentinechandler915@utec.edu,7,DS,202150861
Sylvia Merrill,sylviamerrill1520@utec.edu,8,Ingenieria quimica,202237959
Maile Baxter,mailebaxter7101@utec.edu,2,Ingenieria electronica,202170640
Lillian Hinton,lillianhinton@utec.edu,1,CS,202137840
Oren Chambers,orenchambers9879@utec.edu,8,Ingenieria industrial,202191136
Rigel Small,rigelsmall962@utec.edu,2,Administracion de negocios,202149864
Carter Travis,cartertravis@utec.edu,3,Ingenieria electronica,202394026
Noble Santos,noblesantos@utec.edu,7,CS,202306090
Hector Meadows,hectormeadows9206@utec.edu,3,Ingenieria quimica,202248367
Daquan Mccormick,daquanmccormick2929@utec.edu,8,Ingenieria ambiental,202150633
Myles Duran,mylesduran@utec.edu,9,Ingenieria electronica,202246123
Hermione Hartman,hermionehartman1602@utec.edu,9,Ingenieria ambiental,202301944
Demetrius Hooper,demetriushooper9290@utec.edu,5,Ingenieria mecatronica,202216289
Rhona Rowland,rhonarowland@utec.edu,9,Ingenieria quimica,202342579
Dante Merritt,dantemerritt7940@utec.edu,5,Bioingenieria,202310744
Laith Weeks,laithweeks1683@utec.edu,7,Bioingenieria,202281893
Chaim Quinn,chaimquinn2117@utec.edu,9,Ingenieria ambiental,202386101
Daphne Chase,daphnechase9183@utec.edu,6,Ingenieria industrial,202183551
Baker Jones,bakerjones@utec.edu,10,Ingenieria electronica,202229372
Carly Miles,carlymiles7981@utec.edu,3,Ingenieria mecatronica,202237397
Mallory May,mallorymay@utec.edu,6,Ingenieria mecanica,202138406
Rajah Bean,rajahbean483@utec.edu,5,DS,202369562
Ali Vang,alivang@utec.edu,5,Administracion de negocios,202313253
Baxter Lindsay,baxterlindsay7851@utec.edu,7,Ingenieria industrial,202283301
Bruce Hart,brucehart@utec.edu,9,Ingenieria ambiental,202126519
Denise Myers,denisemyers3920@utec.edu,8,Ingenieria quimica,202101624
Chase Atkinson,chaseatkinson@utec.edu,5,Ingenieria civil,202224805
Devin Graham,devingraham479@utec.edu,10,Bioingenieria,202260807
Maya Hardy,mayahardy9606@utec.edu,1,Ingenieria de la energia,202146233
Venus Doyle,venusdoyle@utec.edu,6,Ingenieria industrial,202259876
Brynn Shepard,brynnshepard@utec.edu,9,Ingenieria mecatronica,202395341
Felix Spencer,felixspencer3817@utec.edu,9,Bioingenieria,202300506
Mariko Kaufman,marikokaufman9712@utec.edu,2,CS,202207150
Julian Curtis,juliancurtis2310@utec.edu,6,Ingenieria civil,202223795
Rinah Thompson,rinahthompson@utec.edu,4,Ingenieria de la energia,202181103
Addison Dixon,addisondixon3447@utec.edu,8,Ingenieria electronica,202276889
Deirdre Curtis,deirdrecurtis6639@utec.edu,10,Ingenieria ambiental,202301442
Autumn Medina,autumnmedina@utec.edu,8,Ingenieria mecanica,202283649
Kay Warner,kaywarner@utec.edu,7,Ingenieria ambiental,202164916
Anthony Brady,anthonybrady@utec.edu,5,Ingenieria mecatronica,202188384
Cooper Richards,cooperrichards5504@utec.edu,5,Ingenieria industrial,202391797
Naida Watts,naidawatts@utec.edu,7,Ingenieria civil,202130681
Keelie Golden,keeliegolden6415@utec.edu,10,Ingenieria mecanica,202154761
Jayme Weber,jaymeweber1547@utec.edu,7,CS,202299156
Kasimir Hernandez,kasimirhernandez1902@utec.edu,7,DS,202376887
Palmer Chavez,palmerchavez@utec.edu,10,Ingenieria electronica,202337583
Dana Hensley,danahensley@utec.edu,6,Ingenieria electronica,202253828
Melvin Horn,melvinhorn4638@utec.edu,2,Ingenieria mecatronica,202340428
Chandler Haney,chandlerhaney@utec.edu,4,Ingenieria electronica,202241945
Vladimir Grant,vladimirgrant8485@utec.edu,2,Administracion de negocios,202116889
Sage Bray,sagebray8350@utec.edu,8,Ingenieria electronica,202276349
Warren Norris,warrennorris@utec.edu,2,Ingenieria mecatronica,202224041
Reed Hickman,reedhickman929@utec.edu,9,CS,202243336
Orson Morgan,orsonmorgan@utec.edu,1,CS,202321246
Emmanuel Torres,emmanueltorres@utec.edu,9,Ingenieria electronica,202249047
Walter Rose,walterrose@utec.edu,5,Ingenieria ambiental,202245879
Jasper Nunez,jaspernunez9544@utec.edu,5,Ingenieria mecatronica,202184224
Karleigh Rivers,karleighrivers@utec.edu,9,DS,202262683
Eugenia Burke,eugeniaburke@utec.edu,4,Ingenieria industrial,202237473
Scarlet Mckinney,scarletmckinney@utec.edu,8,Ingenieria industrial,202105364
Bert Pollard,bertpollard@utec.edu,3,Ingenieria mecanica,202376151
Yoshi Waters,yoshiwaters@utec.edu,7,Ingenieria industrial,202237502
Oliver Cooley,olivercooley@utec.edu,3,Ingenieria industrial,202104541
Karleigh Hodges,karleighhodges8148@utec.edu,7,Ingenieria ambiental,202336203
Tara Ellis,taraellis@utec.edu,5,Ingenieria ambiental,202285226
Leo Moses,leomoses@utec.edu,6,Ingenieria mecatronica,202356899
Oren Moon,orenmoon9557@utec.edu,6,CS,202356775
Mark Nicholson,marknicholson7177@utec.edu,6,Bioingenieria,202174116
Latifah Castro,latifahcastro@utec.edu,7,Ingenieria ambiental,202265912
Sybil Reid,sybilreid@utec.edu,2,Ingenieria quimica,202133005
Emmanuel Barry,emmanuelbarry9841@utec.edu,1,Ingenieria electronica,202149340
Yuli Weaver,yuliweaver@utec.edu,4,Ingenieria ambiental,202288114
Judith Byers,judithbyers@utec.edu,5,Ingenieria industrial,202342584
Ila Boyle,ilaboyle@utec.edu,10,Administracion de negocios,202325815
Reece Booker,reecebooker7525@utec.edu,4,Ingenieria civil,202366399
Alfonso Mckenzie,alfonsomckenzie@utec.edu,2,Administracion de negocios,202212565
Patience Sampson,patiencesampson@utec.edu,9,Ingenieria quimica,202366581
Cheryl Banks,cherylbanks941@utec.edu,8,Ingenieria civil,202381485
Derek Whitaker,derekwhitaker@utec.edu,10,Ingenieria electronica,202210387
Sheila Deleon,sheiladeleon@utec.edu,2,Ingenieria industrial,202374465
George Odom,georgeodom4516@utec.edu,7,Ingenieria ambiental,202279829
Illiana Stevenson,illianastevenson@utec.edu,8,Ingenieria electronica,202370388
Wanda Bauer,wandabauer@utec.edu,5,Ingenieria industrial,202384499
Hayes Mcdaniel,hayesmcdaniel@utec.edu,4,Ingenieria industrial,202181850
Salvador Nicholson,salvadornicholson@utec.edu,3,Bioingenieria,202333399
Orlando Diaz,orlandodiaz@utec.edu,4,Ingenieria quimica,202318764
Amanda Bond,amandabond@utec.edu,10,Ingenieria electronica,202301337
Kevin Chase,kevinchase@utec.edu,5,Bioingenieria,202294712
Virginia Hill,virginiahill3516@utec.edu,6,Administracion de negocios,202396109
Igor Hunt,igorhunt@utec.edu,3,Ingenieria mecatronica,202388162
Gwendolyn James,gwendolynjames5875@utec.edu,6,Ingenieria civil,202193006
Nayda Nielsen,naydanielsen@utec.edu,6,Ingenieria mecanica,202112719
Gil Walter,gilwalter@utec.edu,4,Ingenieria ambiental,202338700
Allegra Mcmillan,allegramcmillan6079@utec.edu,1,Ingenieria ambiental,202386251
Jack Combs,jackcombs@utec.edu,3,CS,202159298
Whoopi Pennington,whoopipennington@utec.edu,6,Ingenieria quimica,202378959
Simone Grant,simonegrant5043@utec.edu,3,Ingenieria mecatronica,202375944
Carly Hicks,carlyhicks5285@utec.edu,7,DS,202146771
Colt Love,coltlove6479@utec.edu,7,Ingenieria quimica,202192125
Karyn Powers,karynpowers@utec.edu,5,Ingenieria industrial,202259058
Byron Lang,byronlang@utec.edu,10,Ingenieria ambiental,202134276
Donovan Kent,donovankent3659@utec.edu,8,Ingenieria civil,202380455
Faith Whitley,faithwhitley@utec.edu,3,DS,202197516
Susan Ramsey,susanramsey@utec.edu,3,Ingenieria ambiental,202191521
Wang Madden,wangmadden2880@utec.edu,5,Ingenieria de la energia,202103639
Tiger Kelly,tigerkelly7297@utec.edu,8,Ingenieria electronica,202146233
Anastasia James,anastasiajames2014@utec.edu,5,Bioingenieria,202271363
